            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 22/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Earners (persons),,,,,Median age of earners (years),,,,,Sum ($),,,,,Median ($),,,,,Mean ($),,,,,,,,,,,,,
403041074,Christies Beach," 4,978 "," 5,077 "," 5,191 "," 5,346 ","5,561", 44 , 44 , 44 , 44 , 44 ," 231,533,688 "," 239,876,380 "," 248,978,949 "," 267,356,687 ","288,776,858"," 41,151 "," 41,580 "," 43,205 "," 45,066 ","46,415"," 46,511 "," 47,248 "," 47,964 "," 50,011 ","51,929",,,,,,,,,
403041075,Clarendon," 1,727 "," 1,621 "," 1,718 "," 1,804 ","1,787", 51 , 51 , 51 , 51 , 51 ," 102,260,847 "," 97,120,029 "," 110,030,972 "," 111,640,767 ","114,411,161"," 45,196 "," 45,656 "," 47,309 "," 48,513 ","48,958"," 59,213 "," 59,914 "," 64,046 "," 61,885 ","64,024",,,,,,,,,
403041076,Coromandel Valley," 2,843 "," 2,775 "," 2,731 "," 2,795 ","2,825", 46 , 46 , 46 , 46 , 46 ," 169,034,639 "," 171,023,996 "," 172,254,714 "," 181,199,723 ","188,992,890"," 52,309 "," 53,603 "," 54,933 "," 55,380 ","57,536"," 59,456 "," 61,630 "," 63,074 "," 64,830 ","66,900",,,,,,,,,
403041077,Flagstaff Hill," 6,673 "," 6,668 "," 6,672 "," 6,765 ","6,832", 46 , 46 , 46 , 46 , 46 ," 395,539,963 "," 394,703,405 "," 404,167,687 "," 414,338,503 ","429,218,814"," 49,423 "," 49,395 "," 50,753 "," 51,901 ","54,734"," 59,275 "," 59,194 "," 60,577 "," 61,247 ","62,825",,,,,,,,,
403041078,Hackham - Onkaparinga Hills," 3,460 "," 3,338 "," 3,375 "," 3,387 ","3,371", 44 , 44 , 45 , 44 , 44 ," 167,241,934 "," 162,843,853 "," 164,998,441 "," 169,269,730 ","174,010,290"," 44,038 "," 45,077 "," 43,906 "," 45,980 ","48,184"," 48,336 "," 48,785 "," 48,888 "," 49,976 ","51,620",,,,,,,,,
403041079,Hackham West - Huntfield Heights," 3,201 "," 3,223 "," 3,261 "," 3,303 ","3,334", 41 , 40 , 40 , 40 , 40 ," 133,336,891 "," 136,975,445 "," 140,371,176 "," 148,109,479 ","156,790,932"," 40,053 "," 41,255 "," 41,933 "," 43,675 ","45,245"," 41,655 "," 42,499 "," 43,045 "," 44,841 ","47,028",,,,,,,,,
403041080,Happy Valley," 8,335 "," 8,205 "," 8,219 "," 8,268 ","8,354", 44 , 45 , 44 , 44 , 44 ," 425,117,840 "," 424,133,962 "," 435,515,332 "," 449,272,180 ","464,556,038"," 45,923 "," 47,202 "," 48,250 "," 49,946 ","51,552"," 51,004 "," 51,692 "," 52,989 "," 54,339 ","55,609",,,,,,,,,
403041081,Happy Valley Reservoir, np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np ,np, np , np , np , np , np ,,,,,,,,,
403041082,Lonsdale, 114 , 94 , 93 , 94 , 94 , 48 , 51 , 51 , 52 , 53 ," 6,584,018 "," 5,073,910 "," 4,793,905 "," 5,201,317 ","5,576,886"," 41,812 "," 44,288 "," 34,728 "," 40,827 ","50,803"," 57,755 "," 53,978 "," 51,547 "," 55,333 ","59,329",,,,,,,,,
403041083,McLaren Vale," 3,617 "," 3,621 "," 3,929 "," 4,002 ","4,151", 48 , 49 , 48 , 48 , 47 ," 191,659,262 "," 192,682,667 "," 212,605,091 "," 227,244,785 ","245,760,298"," 42,183 "," 42,864 "," 43,993 "," 46,792 ","48,422"," 52,988 "," 53,213 "," 54,112 "," 56,783 ","59,205",,,,,,,,,
403041084,Morphett Vale - East," 7,144 "," 7,028 "," 7,076 "," 7,221 ","7,431", 42 , 43 , 43 , 43 , 42 ," 325,328,291 "," 321,375,193 "," 331,499,986 "," 348,877,038 ","368,717,168"," 42,900 "," 43,563 "," 44,433 "," 45,940 ","47,855"," 45,539 "," 45,728 "," 46,848 "," 48,314 ","49,619",,,,,,,,,
403041085,Morphett Vale - West," 4,495 "," 4,455 "," 4,569 "," 4,690 ","4,798", 42 , 41 , 41 , 40 , 41 ," 196,707,192 "," 198,382,719 "," 204,540,094 "," 218,326,317 ","228,480,169"," 41,925 "," 42,394 "," 42,462 "," 44,875 ","46,229"," 43,761 "," 44,530 "," 44,767 "," 46,551 ","47,620",,,,,,,,,
403041086,Reynella," 5,581 "," 5,497 "," 5,583 "," 5,582 ","5,647", 42 , 42 , 42 , 42 , 42 ," 265,104,739 "," 265,111,243 "," 276,720,755 "," 285,741,691 ","297,026,366"," 45,541 "," 45,940 "," 47,231 "," 48,935 ","50,000"," 47,501 "," 48,228 "," 49,565 "," 51,190 ","52,599",,,,,,,,,
403041087,Seaford (SA)," 11,560 "," 12,046 "," 12,524 "," 12,921 ","13,221", 42 , 42 , 41 , 42 , 42 ," 568,879,066 "," 604,232,032 "," 644,377,299 "," 685,536,082 ","723,686,252"," 44,342 "," 45,662 "," 47,123 "," 48,734 ","50,160"," 49,211 "," 50,160 "," 51,451 "," 53,056 ","54,738",,,,,,,,,
403041088,Willunga," 2,169 "," 2,182 "," 2,220 "," 2,241 ","2,274", 49 , 49 , 49 , 49 , 49 ," 108,483,803 "," 115,739,128 "," 119,031,655 "," 120,495,990 ","126,317,449"," 41,836 "," 43,055 "," 43,669 "," 44,674 ","45,053"," 50,016 "," 53,043 "," 53,618 "," 53,769 ","55,549",,,,,,,,,
403041089,Woodcroft," 6,486 "," 6,580 "," 6,650 "," 6,819 ","6,892", 43 , 44 , 44 , 43 , 44 ," 335,322,633 "," 344,626,525 "," 355,591,782 "," 372,073,996 ","388,112,908"," 47,146 "," 48,453 "," 49,266 "," 50,418 ","51,999"," 51,699 "," 52,375 "," 53,472 "," 54,564 ","56,314",,,,,,,,,
404011090,Beverley," 4,268 "," 4,330 "," 4,467 "," 4,690 ","4,906", 40 , 41 , 41 , 40 , 40 ," 223,780,227 "," 230,415,174 "," 242,722,799 "," 265,435,029 ","284,719,149"," 47,127 "," 47,763 "," 49,363 "," 51,143 ","53,087"," 52,432 "," 53,214 "," 54,337 "," 56,596 ","58,035",,,,,,,,,
404011091,Flinders Park," 7,879 "," 8,043 "," 8,361 "," 8,723 ","9,080", 43 , 43 , 43 , 42 , 42 ," 399,020,889 "," 421,255,280 "," 445,944,530 "," 477,566,772 ","516,017,077"," 43,803 "," 45,693 "," 45,557 "," 47,862 ","50,351"," 50,644 "," 52,375 "," 53,336 "," 54,748 ","56,830",,,,,,,,,
404011092,Henley Beach," 8,993 "," 9,079 "," 9,283 "," 9,503 ","9,687", 46 , 46 , 46 , 47 , 47 ," 580,897,049 "," 590,872,405 "," 625,428,849 "," 651,554,759 ","685,417,690"," 50,128 "," 50,726 "," 51,997 "," 53,642 ","55,149"," 64,594 "," 65,081 "," 67,374 "," 68,563 ","70,756",,,,,,,,,
404011093,Hindmarsh - Brompton," 9,497 "," 9,697 "," 9,980 "," 10,368 ","10,875", 39 , 39 , 39 , 38 , 38 ," 515,622,781 "," 535,920,597 "," 563,004,422 "," 604,874,183 ","656,608,606"," 47,929 "," 49,051 "," 50,209 "," 51,770 ","53,554"," 54,293 "," 55,267 "," 56,413 "," 58,340 ","60,378",,,,,,,,,
404011094,Royal Park - Hendon - Albert Park," 3,033 "," 3,063 "," 3,240 "," 3,337 ","3,451", 40 , 40 , 39 , 39 , 39 ," 150,297,666 "," 155,680,431 "," 167,089,538 "," 177,016,740 ","189,159,220"," 45,798 "," 47,272 "," 47,673 "," 49,228 ","50,992"," 49,554 "," 50,826 "," 51,571 "," 53,047 ","54,813",,,,,,,,,
404011095,Seaton - Grange," 8,811 "," 8,969 "," 9,204 "," 9,491 ","9,707", 44 , 44 , 44 , 44 , 43 ," 472,432,989 "," 495,503,263 "," 518,120,255 "," 554,144,677 ","579,239,301"," 45,237 "," 46,541 "," 47,263 "," 48,961 ","51,019"," 53,619 "," 55,246 "," 56,293 "," 58,386 ","59,672",,,,,,,,,
404011096,West Lakes," 8,792 "," 8,827 "," 8,881 "," 9,025 ","9,007", 50 , 50 , 50 , 50 , 50 ," 569,150,401 "," 561,957,934 "," 572,564,419 "," 600,757,086 ","604,804,786"," 49,369 "," 49,965 "," 50,225 "," 52,316 ","52,902"," 64,735 "," 63,664 "," 64,471 "," 66,566 ","67,148",,,,,,,,,
404011097,Woodville - Cheltenham," 8,653 "," 9,228 "," 9,569 "," 9,983 ","10,272", 40 , 40 , 39 , 39 , 39 ," 431,144,275 "," 470,247,488 "," 494,774,042 "," 452,877,997 ","446,720,087"," 44,623 "," 45,418 "," 46,207 "," 47,999 ","49,661"," 49,826 "," 50,959 "," 51,706 "," 45,365 ","43,489",,,,,,,,,
404021098,Dry Creek - South, np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np ,np, np , np , np , np , np ,,,,,,,,,
404021099,Largs Bay - Semaphore," 8,473 "," 8,360 "," 8,619 "," 8,787 ","8,897", 44 , 45 , 45 , 45 , 45 ," 495,493,295 "," 499,329,175 "," 526,802,492 "," 553,758,889 ","579,160,293"," 50,852 "," 52,305 "," 53,222 "," 55,590 ","57,836"," 58,479 "," 59,728 "," 61,121 "," 63,020 ","65,096",,,,,,,,,
404021100,North Haven," 7,843 "," 7,866 "," 7,922 "," 8,070 ","8,074", 45 , 45 , 46 , 45 , 45 ," 435,574,356 "," 436,327,966 "," 448,567,791 "," 474,467,780 ","479,740,272"," 48,548 "," 48,991 "," 49,843 "," 52,229 ","53,618"," 55,537 "," 55,470 "," 56,623 "," 58,794 ","59,418",,,,,,,,,
404021101,Port Adelaide," 5,544 "," 5,517 "," 5,676 "," 5,882 ","6,008", 42 , 42 , 41 , 41 , 41 ," 272,871,151 "," 275,566,522 "," 288,269,213 "," 313,367,506 ","321,041,721"," 45,005 "," 46,142 "," 46,806 "," 48,854 ","49,383"," 49,219 "," 49,949 "," 50,787 "," 53,276 ","53,436",,,,,,,,,
404021102,The Parks," 8,059 "," 8,066 "," 8,363 "," 8,812 ","9,247", 38 , 38 , 38 , 37 , 37 ," 360,173,113 "," 369,668,114 "," 382,125,372 "," 414,101,534 ","450,418,641"," 39,992 "," 40,528 "," 40,350 "," 42,241 ","43,947"," 44,692 "," 45,830 "," 45,692 "," 46,993 ","48,710",,,,,,,,,
404021103,Torrens Island, np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np ,np, np , np , np , np , np ,,,,,,,,,
404031104,Adelaide Airport, np , np , 3 , 4 , 6 , np , np , 56 , 50 , 51 , np , np ," 47,668 "," 209,209 ","156,954", np , np ," 3,569 "," 31,934 ","21,555", np , np ," 15,889 "," 52,302 ","26,159",,,,,,,,,
404031105,Fulham," 1,650 "," 1,602 "," 1,648 "," 1,713 ","1,725", 48 , 49 , 48 , 48 , 48 ," 90,852,758 "," 88,436,025 "," 94,258,399 "," 99,217,029 ","106,575,444"," 45,047 "," 45,318 "," 46,340 "," 47,817 ","51,888"," 55,062 "," 55,204 "," 57,196 "," 57,920 ","61,783",,,,,,,,,
404031106,Lockleys," 7,481 "," 7,446 "," 7,711 "," 8,000 ","8,283", 42 , 43 , 42 , 42 , 42 ," 419,104,442 "," 428,322,795 "," 448,634,247 "," 480,674,220 ","514,869,771"," 46,736 "," 46,997 "," 47,474 "," 49,929 ","50,835"," 56,023 "," 57,524 "," 58,181 "," 60,084 ","62,160",,,,,,,,,
404031107,Plympton," 13,866 "," 13,810 "," 14,243 "," 14,830 ","15,425", 40 , 40 , 40 , 39 , 39 ," 722,826,304 "," 724,350,867 "," 755,495,453 "," 812,358,801 ","870,891,512"," 44,553 "," 45,160 "," 45,509 "," 46,911 ","48,092"," 52,129 "," 52,451 "," 53,043 "," 54,778 ","56,460",,,,,,,,,
404031108,Richmond (SA)," 8,988 "," 8,986 "," 9,317 "," 9,775 ","10,108", 38 , 38 , 38 , 38 , 38 ," 479,579,695 "," 488,398,896 "," 510,131,029 "," 551,100,020 ","579,219,358"," 46,134 "," 47,306 "," 47,384 "," 48,488 ","49,859"," 53,358 "," 54,351 "," 54,753 "," 56,379 ","57,303",,,,,,,,,
404031109,West Beach," 3,183 "," 3,219 "," 3,326 "," 3,321 ","3,329", 46 , 46 , 47 , 47 , 47 ," 203,723,773 "," 213,139,038 "," 215,081,634 "," 222,950,234 ","228,218,030"," 48,797 "," 49,559 "," 49,555 "," 51,072 ","54,655"," 64,004 "," 66,213 "," 64,667 "," 67,133 ","68,555",,,,,,,,,
405011110,Barossa - Angaston," 3,425 "," 3,404 "," 3,583 "," 3,623 ","3,664", 48 , 48 , 48 , 48 , 48 ," 179,222,218 "," 178,950,163 "," 197,786,085 "," 202,810,873 ","206,322,500"," 42,735 "," 43,968 "," 45,128 "," 47,122 ","48,217"," 52,328 "," 52,571 "," 55,201 "," 55,979 ","56,311",,,,,,,,,
405011111,Light," 4,745 "," 4,711 "," 4,975 "," 5,077 ","5,179", 46 , 46 , 46 , 46 , 46 ," 241,063,724 "," 248,164,376 "," 267,665,993 "," 278,822,451 ","288,211,867"," 44,776 "," 46,562 "," 48,693 "," 49,108 ","50,310"," 50,804 "," 52,678 "," 53,802 "," 54,919 ","55,650",,,,,,,,,
405011112,Lyndoch," 3,397 "," 3,482 "," 3,571 "," 3,612 ","3,669", 45 , 45 , 45 , 46 , 46 ," 181,089,569 "," 184,128,872 "," 196,984,185 "," 204,162,347 ","212,335,736"," 45,849 "," 45,267 "," 47,521 "," 49,522 ","51,918"," 53,309 "," 52,880 "," 55,162 "," 56,523 ","57,873",,,,,,,,,
405011113,Mallala," 1,540 "," 2,073 "," 1,789 "," 1,634 ","1,666", 46 , 41 , 46 , 47 , 47 ," 96,075,345 "," 102,610,716 "," 96,894,831 "," 88,939,903 ","84,602,291"," 44,863 "," 37,280 "," 41,506 "," 46,161 ","44,882"," 62,387 "," 49,499 "," 54,161 "," 54,431 ","50,782",,,,,,,,,
405011114,Nuriootpa," 3,688 "," 3,665 "," 3,817 "," 3,876 ","3,987", 45 , 45 , 45 , 46 , 46 ," 180,233,242 "," 186,827,819 "," 199,778,393 "," 208,685,499 ","215,449,564"," 44,293 "," 45,877 "," 47,495 "," 48,899 ","49,143"," 48,870 "," 50,976 "," 52,339 "," 53,840 ","54,038",,,,,,,,,
405011115,Tanunda," 2,860 "," 2,736 "," 2,822 "," 2,823 ","2,797", 46 , 47 , 47 , 48 , 48 ," 162,769,544 "," 153,833,370 "," 163,994,851 "," 165,800,174 ","169,425,579"," 46,967 "," 46,874 "," 48,068 "," 49,284 ","49,701"," 56,912 "," 56,226 "," 58,113 "," 58,732 ","60,574",,,,,,,,,
405021116,Clare," 2,547 "," 2,696 "," 2,496 "," 2,497 ","2,501", 47 , 47 , 48 , 48 , 48 ," 137,088,480 "," 149,135,274 "," 133,435,744 "," 137,367,158 ","140,698,988"," 43,441 "," 43,899 "," 43,517 "," 45,466 ","47,724"," 53,824 "," 55,317 "," 53,460 "," 55,013 ","56,257",,,,,,,,,
405021117,Gilbert Valley," 2,567 "," 2,637 "," 2,737 "," 2,804 ","2,825", 50 , 50 , 51 , 50 , 51 ," 124,204,913 "," 129,358,879 "," 139,289,212 "," 141,244,866 ","147,497,309"," 39,862 "," 38,786 "," 39,143 "," 40,600 ","42,871"," 48,385 "," 49,055 "," 50,891 "," 50,373 ","52,211",,,,,,,,,
405021118,Goyder," 2,070 "," 1,980 "," 2,112 "," 2,123 ","2,107", 50 , 49 , 49 , 50 , 50 ," 93,144,809 "," 90,986,053 "," 102,017,675 "," 108,858,942 ","92,327,038"," 37,107 "," 37,599 "," 39,350 "," 40,729 ","36,774"," 44,997 "," 45,953 "," 48,304 "," 51,276 ","43,819",,,,,,,,,
405021119,Wakefield - Barunga West," 4,798 "," 4,204 "," 4,526 "," 4,798 ","4,795", 48 , 47 , 47 , 48 , 48 ," 268,067,686 "," 207,010,300 "," 245,022,793 "," 252,517,123 ","245,252,328"," 43,144 "," 40,825 "," 43,491 "," 44,642 ","44,201"," 55,871 "," 49,241 "," 54,137 "," 52,630 ","51,148",,,,,,,,,
405031120,Jamestown," 2,449 "," 2,309 "," 2,477 "," 2,515 ","2,501", 49 , 49 , 49 , 49 , 49 ," 131,339,387 "," 115,754,414 "," 139,196,969 "," 142,000,846 ","127,470,336"," 41,779 "," 41,396 "," 45,202 "," 45,073 ","41,763"," 53,630 "," 50,132 "," 56,196 "," 56,462 ","50,968",,,,,,,,,
405031121,Peterborough - Mount Remarkable," 2,642 "," 2,531 "," 2,637 "," 2,626 ","2,653", 52 , 52 , 52 , 52 , 52 ," 125,984,769 "," 125,422,288 "," 133,703,705 "," 128,548,611 ","113,164,483"," 37,914 "," 38,286 "," 40,549 "," 40,076 ","37,039"," 47,685 "," 49,554 "," 50,703 "," 48,952 ","42,655",,,,,,,,,
405031122,Port Pirie," 6,425 "," 6,250 "," 6,284 "," 6,395 ","6,402", 44 , 45 , 44 , 44 , 44 ," 333,340,076 "," 323,254,345 "," 331,165,206 "," 342,902,327 ","342,726,875"," 44,069 "," 44,660 "," 45,187 "," 46,429 ","46,931"," 51,882 "," 51,721 "," 52,700 "," 53,620 ","53,534",,,,,,,,,
405031123,Port Pirie Region," 1,472 "," 1,439 "," 1,553 "," 1,556 ","1,563", 47 , 47 , 47 , 47 , 47 ," 84,013,979 "," 80,490,673 "," 97,825,012 "," 88,162,327 ","87,535,002"," 46,047 "," 45,134 "," 49,355 "," 48,941 ","46,771"," 57,075 "," 55,935 "," 62,991 "," 56,660 ","56,004",,,,,,,,,
405041124,Kadina," 2,854 "," 2,831 "," 2,823 "," 2,841 ","2,848", 45 , 46 , 46 , 45 , 46 ," 164,272,132 "," 148,491,524 "," 157,340,577 "," 145,613,778 ","146,422,878"," 43,562 "," 42,529 "," 44,578 "," 43,052 ","43,997"," 57,559 "," 52,452 "," 55,735 "," 51,254 ","51,413",,,,,,,,,
405041125,Moonta," 2,160 "," 2,172 "," 2,259 "," 2,310 ","2,332", 51 , 51 , 52 , 52 , 52 ," 100,815,992 "," 97,566,936 "," 108,594,402 "," 107,134,850 ","109,365,067"," 37,481 "," 36,537 "," 38,011 "," 37,524 ","37,763"," 46,674 "," 44,920 "," 48,072 "," 46,379 ","46,898",,,,,,,,,
405041126,Wallaroo," 1,728 "," 1,747 "," 1,805 "," 1,804 ","1,811", 50 , 51 , 52 , 52 , 51 ," 79,025,773 "," 80,062,870 "," 88,110,723 "," 82,325,253 ","87,646,740"," 37,753 "," 37,122 "," 38,432 "," 37,750 ","41,038"," 45,733 "," 45,829 "," 48,815 "," 45,635 ","48,397",,,,,,,,,
405041127,Yorke Peninsula - North," 3,549 "," 3,250 "," 3,382 "," 3,438 ","3,486", 52 , 52 , 52 , 53 , 53 ," 190,447,676 "," 159,818,550 "," 197,035,858 "," 180,071,222 ","185,602,489"," 38,400 "," 37,492 "," 40,975 "," 40,165 ","41,140"," 53,662 "," 49,175 "," 58,260 "," 52,377 ","53,242",,,,,,,,,
405041128,Yorke Peninsula - South," 1,943 "," 1,915 "," 2,009 "," 2,021 ","1,989", 52 , 53 , 53 , 53 , 53 ," 87,606,479 "," 78,763,832 "," 92,361,274 "," 94,090,443 ","98,772,746"," 33,470 "," 31,679 "," 34,383 "," 36,420 ","37,790"," 45,088 "," 41,130 "," 45,974 "," 46,556 ","49,660",,,,,,,,,
406011129,Ceduna," 1,841 "," 1,765 "," 1,705 "," 1,670 ","1,669", 43 , 43 , 44 , 44 , 44 ," 98,073,178 "," 90,686,406 "," 93,388,716 "," 89,944,434 ","94,383,644"," 47,063 "," 45,826 "," 48,374 "," 50,385 ","52,552"," 53,272 "," 51,380 "," 54,773 "," 53,859 ","56,551",,,,,,,,,
406011130,Eyre Peninsula," 3,562 "," 3,361 "," 3,670 "," 3,692 ","3,743", 47 , 47 , 48 , 48 , 49 ," 174,115,066 "," 177,201,024 "," 202,199,238 "," 175,152,325 ","236,523,038"," 39,206 "," 42,939 "," 43,527 "," 40,037 ","47,968"," 48,881 "," 52,723 "," 55,095 "," 47,441 ","63,191",,,,,,,,,
406011131,Kimba - Cleve - Franklin Harbour," 2,384 "," 2,163 "," 2,329 "," 2,341 ","2,344", 48 , 47 , 48 , 49 , 48 ," 138,151,840 "," 119,196,617 "," 134,167,036 "," 112,872,358 ","120,007,795"," 45,230 "," 43,460 "," 43,700 "," 39,745 ","43,117"," 57,950 "," 55,107 "," 57,607 "," 48,215 ","51,198",,,,,,,,,
406011132,Le Hunte - Elliston," 1,385 "," 1,147 "," 1,320 "," 1,308 ","1,292", 46 , 45 , 46 , 47 , 48 ," 80,751,440 "," 64,578,481 "," 82,271,546 "," 56,949,984 ","71,994,392"," 48,101 "," 45,941 "," 47,984 "," 37,685 ","46,401"," 58,304 "," 56,302 "," 62,327 "," 43,540 ","55,723",,,,,,,,,
406011133,Port Lincoln," 8,693 "," 9,118 "," 8,775 "," 9,000 ","8,977", 44 , 44 , 44 , 44 , 44 ," 469,183,627 "," 497,575,101 "," 478,437,726 "," 490,470,635 ","511,405,985"," 44,265 "," 44,273 "," 45,000 "," 45,674 ","47,973"," 53,973 "," 54,571 "," 54,523 "," 54,497 ","56,968",,,,,,,,,
406011134,West Coast (SA)," 1,820 "," 1,806 "," 1,883 "," 1,892 ","1,947", 48 , 48 , 47 , 48 , 48 ," 103,508,250 "," 92,155,615 "," 107,108,072 "," 94,636,024 ","103,568,145"," 42,969 "," 40,341 "," 43,309 "," 38,535 ","43,772"," 56,873 "," 51,027 "," 56,882 "," 50,019 ","53,194",,,,,,,,,
406011135,Western, np , np , 9 , 5 , 17 , np , np , 55 , 58 , 52 , np , np ," 520,985 "," 338,986 ","1,076,397", np , np ," 55,416 "," 68,754 ","66,446", np , np ," 57,887 "," 67,797 ","63,317",,,,,,,,,
406011136,Whyalla," 10,311 "," 9,837 "," 9,737 "," 9,974 ","10,232", 43 , 43 , 44 , 44 , 44 ," 650,103,999 "," 605,248,006 "," 583,181,877 "," 611,166,853 ","650,818,250"," 53,618 "," 52,980 "," 51,645 "," 54,209 ","56,374"," 63,050 "," 61,528 "," 59,893 "," 61,276 ","63,606",,,,,,,,,
406011137,Whyalla - North, np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np , np ,np, np , np , np , np , np ,,,,,,,,,
406021138,APY Lands, 162 , 169 , 150 , 203 , 295 , 40 , 41 , 38 , 35 , 38 ," 6,369,044 "," 7,310,883 "," 6,341,229 "," 8,750,797 ","14,146,408"," 24,186 "," 25,272 "," 24,617 "," 27,564 ","30,835"," 39,315 "," 43,260 "," 42,275 "," 43,107 ","47,954",,,,,,,,,
406021139,Coober Pedy, 755 , 678 , 745 , 756 , 733 , 45 , 42 , 45 , 44 , 44 ," 34,817,417 "," 33,252,257 "," 36,385,866 "," 35,572,704 ","36,780,665"," 40,044 "," 44,762 "," 42,662 "," 44,048 ","45,821"," 46,116 "," 49,045 "," 48,840 "," 47,054 ","50,178",,,,,,,,,
406021140,Quorn - Lake Gilles," 1,209 "," 1,149 "," 1,135 "," 1,099 ","1,188", 50 , 50 , 51 , 51 , 51 ," 65,803,236 "," 64,892,980 "," 62,806,762 "," 60,872,155 ","63,238,622"," 45,732 "," 45,808 "," 46,134 "," 45,716 ","44,251"," 54,428 "," 56,478 "," 55,336 "," 55,389 ","53,231",,,,,,,,,
406021141,Outback," 1,104 ", 902 , 905 , 946 , 941 , 45 , 46 , 46 , 47 , 47 ," 66,083,776 "," 57,906,789 "," 56,831,353 "," 56,842,414 ","52,687,378"," 46,109 "," 47,247 "," 47,199 "," 45,419 ","47,521"," 59,858 "," 64,198 "," 62,797 "," 60,087 ","55,991",,,,,,,,,
406021142,Port Augusta," 6,641 "," 6,363 "," 6,442 "," 6,650 ","6,593", 44 , 44 , 44 , 43 , 43 ," 379,648,224 "," 369,233,344 "," 369,866,720 "," 390,450,139 ","398,032,288"," 48,960 "," 49,122 "," 49,052 "," 51,939 ","53,348"," 57,167 "," 58,028 "," 57,415 "," 58,714 ","60,372",,,,,,,,,
406021143,Roxby Downs," 2,497 "," 2,332 "," 2,529 "," 2,562 ","2,602", 36 , 36 , 36 , 36 , 36 ," 236,269,288 "," 202,679,380 "," 220,410,334 "," 245,029,888 ","257,892,651"," 86,357 "," 82,288 "," 84,565 "," 92,288 ","95,097"," 94,621 "," 86,912 "," 87,153 "," 95,640 ","99,113",,,,,,,,,
407011144,Goolwa - Port Elliot," 5,445 "," 5,402 "," 5,559 "," 5,746 ","5,816", 54 , 54 , 55 , 55 , 55 ," 224,583,240 "," 225,996,948 "," 235,040,281 "," 245,622,697 ","258,638,963"," 32,211 "," 32,163 "," 32,221 "," 32,784 ","34,355"," 41,246 "," 41,836 "," 42,281 "," 42,747 ","44,470",,,,,,,,,
407011145,Kangaroo Island," 2,697 "," 2,633 "," 2,771 "," 2,798 ","2,831", 51 , 50 , 50 , 50 , 50 ," 106,088,633 "," 110,913,073 "," 122,242,945 "," 127,093,722 ","132,699,802"," 32,102 "," 34,221 "," 35,700 "," 36,567 ","37,670"," 39,336 "," 42,124 "," 44,115 "," 45,423 ","46,874",,,,,,,,,
407011146,Strathalbyn," 3,935 "," 3,978 "," 4,146 "," 4,121 ","4,199", 47 , 47 , 47 , 48 , 48 ," 188,040,960 "," 196,369,480 "," 205,359,768 "," 209,922,655 ","218,918,858"," 41,415 "," 42,988 "," 41,925 "," 42,947 ","44,726"," 47,787 "," 49,364 "," 49,532 "," 50,940 ","52,136",,,,,,,,,
407011147,Strathalbyn Region," 3,792 "," 3,820 "," 4,039 "," 4,187 ","4,348", 48 , 48 , 48 , 48 , 48 ," 182,607,186 "," 183,559,208 "," 200,182,393 "," 209,815,911 ","222,209,581"," 40,243 "," 40,266 "," 40,592 "," 42,197 ","43,935"," 48,156 "," 48,052 "," 49,562 "," 50,111 ","51,106",,,,,,,,,
407011148,Victor Harbor," 7,094 "," 7,011 "," 7,232 "," 7,361 ","7,551", 54 , 54 , 54 , 54 , 54 ," 298,550,621 "," 292,354,111 "," 303,107,721 "," 320,173,502 ","344,242,513"," 32,483 "," 33,180 "," 32,970 "," 34,328 ","35,442"," 42,085 "," 41,699 "," 41,912 "," 43,496 ","45,589",,,,,,,,,
407011149,Yankalilla," 2,812 "," 2,754 "," 2,930 "," 3,025 ","3,113", 52 , 52 , 53 , 53 , 53 ," 121,510,772 "," 119,886,109 "," 126,260,868 "," 134,031,539 ","143,660,129"," 34,423 "," 35,487 "," 34,862 "," 36,269 ","38,887"," 43,212 "," 43,532 "," 43,092 "," 44,308 ","46,148",,,,,,,,,
407021150,Grant," 2,259 "," 2,295 "," 2,662 "," 2,769 ","2,909", 45 , 45 , 46 , 46 , 47 ," 123,677,081 "," 129,463,746 "," 144,904,819 "," 152,236,713 ","176,538,910"," 44,100 "," 45,928 "," 46,301 "," 48,474 ","51,389"," 54,749 "," 56,411 "," 54,435 "," 54,979 ","60,687",,,,,,,,,
407021151,Kingston - Robe," 2,116 "," 2,058 "," 2,215 "," 2,247 ","2,332", 50 , 50 , 51 , 51 , 51 ," 102,508,201 "," 107,390,591 "," 121,462,786 "," 124,270,588 ","138,637,516"," 38,651 "," 39,667 "," 42,215 "," 43,154 ","45,906"," 48,444 "," 52,182 "," 54,836 "," 55,305 ","59,450",,,,,,,,,
